97,python,嗨学Python,Python爬取数据并进行可视化展示,78000.0,64.0,2018/3/3,51:44:00,https://www.bilibili.com/video/av20319191?from=search
98,python,保护我方狄仁杰,老男孩教育python全栈15期(145天全),78000.0,889.0,2019/5/3,515:38:34,https://www.bilibili.com/video/av51299056?from=search
99,python,李三影,麻省理工公开课：计算机科学导论及Python编程(英文字幕) 2016年秋季学期版,78000.0,1050.0,2017/5/12,09:58:18,https://www.bilibili.com/video/av10497433?from=search
100,python,萌新Python程序员,侠盗飞车彩蛋：神秘通道,77000.0,353.0,2016/12/19,05:07:00,https://www.bilibili.com/video/av7603710?from=search
101,python,PUB鸡,我用爬虫爬了将近20000流浪地球的条弹幕，得出了这样的结论,76000.0,321.0,2019/2/4,05:20:00,https://www.bilibili.com/video/av42576270?from=search
102,python,CatorJ,Python全栈（老男孩4期）Django框架入门到应用,75000.0,584.0,2018/4/26,39:25:55,https://www.bilibili.com/video/av22606568?from=search
103,python,喝长岛冰茶吗,机器学习教程【强烈推荐】,75000.0,870.0,2019/3/13,62:13:05,https://www.bilibili.com/video/av46180067?from=search
104,python,芝士煮土豆,微信跳一跳的Python解法,74000.0,77.0,2017/12/30,00:59:00,https://www.bilibili.com/video/av17769648?from=search
105,python,xiuci,Python数据可视化分析 matplotlib教程,72000.0,500.0,2016/11/6,05:48:48,https://www.bilibili.com/video/av6989413?from=search
106,python,CodeSheep,到底该学哪种编程语言？哪些编程语言比较火？各种编程语言到底能干啥？|Java，C语言，C++，Python，JavaScript，Go语言等等到底能干啥,72000.0,969.0,2019/1/22,39:00:00,https://www.bilibili.com/video/av41101966?from=search
107,python,一剑霜寒拾肆州,Python400集2018最新版,70000.0,714.0,2018/7/30,17:51:06,https://www.bilibili.com/video/av28123572?from=search
108,python,我是学习小先锋,【人工智能/Python/编程】AI人工智能+Python全栈+大数据分析精品就业班 第01阶段-基础必备篇 Python基础快速入门,69000.0,213.0,2019/2/8,104:41:50,https://www.bilibili.com/video/av42965949?from=search
109,python,OnlyBlank,【自译】美女小姐姐人生第一次上手巨型网纹蟒,68000.0,69.0,2019/10/1,00:50:00,https://www.bilibili.com/video/av69685543?from=search
110,python,白手起家的百万富翁,如何学习人工智能？听美女算法工程师 告诉你 学习人工智能AI的六点建议 以及入门AI书籍,68000.0,336.0,2019/7/6,14:56:00,https://www.bilibili.com/video/av57992724?from=search
111,python,偶尔有点小迷糊,知乎800万热度的问题 Python三秒钟解决,67000.0,78.0,2019/6/18,01:23:00,https://www.bilibili.com/video/av56009170?from=search
112,python,二进制学院,零基础python入门(2019),67000.0,509.0,2019/2/28,04:10:32,https://www.bilibili.com/video/av44913885?from=search
113,python,Python新视界,Python程序员本身就是Vip，充Vip是不存在的！无限获取Vip特权！,66000.0,271.0,2018/3/2,01:07:41,https://www.bilibili.com/video/av20266676?from=search
114,python,MastersZhang,opencv视频教程——计算机图像处理,66000.0,146.0,2017/4/4,10:18:12,https://www.bilibili.com/video/av9596328?from=search
115,python,廖雪峰,Python定义函数并调用,65000.0,54.0,2016/8/4,00:37:00,https://www.bilibili.com/video/av5642971?from=search
116,python,云雨偏蓝,【机器学习实战】【python3版本】【代码讲解】,64000.0,401.0,2018/12/1,13:10:06,https://www.bilibili.com/video/av36993857?from=search
117,python,黑马程序员-,Python教程_Python爬虫入门教程Scrapy爬虫框架,64000.0,645.0,2017/8/22,04:17:09,https://www.bilibili.com/video/av13663892?from=search
118,python,散沙PythonPlayer,【散沙】81分钟！Python基础系列教程,64000.0,851.0,2016/4/18,01:38:19,https://www.bilibili.com/video/av4404866?from=search
119,python,壹条这个名字不够三字,【undertale】（测试向）测测你是ut里的哪一个“人”,63000.0,7618.0,2019/3/7,05:30:00,https://www.bilibili.com/video/av45544009?from=search
120,python,神奇的老黄,Python3网络爬虫（传智播客优质课程）,62000.0,1748.0,2019/2/24,31:55:59,https://www.bilibili.com/video/av44518113?from=search
121,python,北风网IT尖端课程,美女讲师带你走进数据分析,62000.0,292.0,2018/7/11,60:00:00,https://www.bilibili.com/video/av26624339?from=search
122,python,我是程序汪,10年老程序员聊 培训机构炒作python号称年薪40万,61000.0,210.0,2019/5/11,04:52:00,https://www.bilibili.com/video/av52160990?from=search
123,python,轻松学Python,Python实用练手小项目（超简单）,61000.0,439.0,2018/6/6,01:23:18,https://www.bilibili.com/video/av24431072?from=search
124,python,花姐油菜,Python桌面系统开发 PYQT5全套教程,61000.0,466.0,2018/11/18,13:10:48,https://www.bilibili.com/video/av36210854?from=search
125,python,我肛肛好,【视频教程】liao雪峰-python-基础教程（共259集，分三次上传，侵删）（上）,61000.0,202.0,2018/11/18,09:01:40,https://www.bilibili.com/video/av36251980?from=search
126,python,Python编程爬虫工程师,10行python代码，急速采集小电影！,60000.0,11.0,2018/12/19,00:16:00,https://www.bilibili.com/video/av38514576?from=search
127,python,白手起家的百万富翁,线性回归？逻辑回归？跟女算法工程师一起学习吧,60000.0,269.0,2019/6/28,18:32:00,https://www.bilibili.com/video/av57057596?from=search
128,python,JiGongAi,CSOL济公霸主 【永恒】Python 无限连招教学①,60000.0,210.0,2017/4/28,03:09:00,https://www.bilibili.com/video/av10143670?from=search
129,python,阿尔法小分队字幕组,爆笑口袋妖怪：小障历险记（11-14+番外）来了~,60000.0,417.0,2014/7/26,09:20:00,https://www.bilibili.com/video/av1333571?from=search
130,python,luvm的小屋,【python教程】数据分析——numpy、pandas、matplotlib,59000.0,813.0,2019/6/27,14:06:54,https://www.bilibili.com/video/av57023791?from=search
131,python,一只没梦想的桔子,基于pycharm python从入门到项目实战,59000.0,1036.0,2019/3/11,17:42:25,https://www.bilibili.com/video/av45962943?from=search
132,python,咖喱py,灯光黑客（如果你能控制的灯足够多）,59000.0,76.0,2017/8/16,01:27:00,https://www.bilibili.com/video/av13418869?from=search
133,python,黑马程序员-,2019年python匠心之作系列教程从0到1学会编程,59000.0,1340.0,2019/6/6,40:08:39,https://www.bilibili.com/video/av54728208?from=search
134,python,精彩不能继续,豹妈妈外出打猎，兴冲冲捕回猎物，回到家却只看到被蟒蛇勒死的宝宝尸体，心都碎了,59000.0,295.0,2017/11/14,03:09:00,https://www.bilibili.com/video/av16306837?from=search
135,python,悦焱,全国计算机二级Python科目基础知识教程,58000.0,3237.0,2019/1/20,15:31:02,https://www.bilibili.com/video/av41252838?from=search
136,python,黑马程序员-,人工智能+Python史上最适合小白学习的Python教程【黑马程序员】,58000.0,139.0,2017/3/23,11:42:02,https://www.bilibili.com/video/av9341105?from=search
137,python,偶尔有点小迷糊,想学Python却找不到好老师？快进来，这有个活的,58000.0,2050.0,2019/1/24,01:54:51,https://www.bilibili.com/video/av41565264?from=search
138,python,providence2,【自学教程】4小时Python速成！Google内部培训资料,57000.0,285.0,2017/10/30,03:35:12,https://www.bilibili.com/video/av15854659?from=search
139,python,大果粒粒V,【密集恐惧症慎入】各种动物大战豪猪的后果，狮王也不能幸免,55000.0,1075.0,2017/6/7,09:49:00,https://www.bilibili.com/video/av11131443?from=search
140,python,TheCW,用AI在手游中作弊！内藏干货：神经网络、深度/强化学习讲解,55000.0,358.0,2019/7/24,38:08:00,https://www.bilibili.com/video/av60469427?from=search
141,python,偶尔有点小迷糊,学编程前必知的8个电脑神(sao)操作,55000.0,498.0,2019/5/8,10:41:00,https://www.bilibili.com/video/av51839931?from=search
142,python,一把心肠论浊清,称霸朋友圈，&quot;跳一跳&quot;如何跳到最远？(谜底在简介里),54000.0,214.0,2017/12/30,12:04:00,https://www.bilibili.com/video/av17770631?from=search
143,python,荧光是只小菜鸡,【元气骑士】土豪金/次次次，谁更强？,54000.0,465.0,2019/8/23,09:15:00,https://www.bilibili.com/video/av64963350?from=search
144,python,TiC23,【配套视频】笨办法学Python3,54000.0,273.0,2018/6/27,11:27:50,https://www.bilibili.com/video/av25675370?from=search
145,python,偶尔有点小迷糊,用汇编语言写Hello World是怎样的体验？,53000.0,230.0,2019/3/26,04:12:00,https://www.bilibili.com/video/av47387060?from=search
146,python,远东北亚巨虎,孟加拉虎遇上蟒蛇 现实版的谢利可汗和卡奥,53000.0,63.0,2018/12/23,06:44:00,https://www.bilibili.com/video/av38844332?from=search
147,python,世界隐性,当你有跳一跳外挂,53000.0,200.0,2018/1/14,03:19:00,https://www.bilibili.com/video/av18304818?from=search
148,python,孔乙己2019,Python 数据分析与展示(北京理工大学 ),53000.0,895.0,2017/4/26,05:42:04,https://www.bilibili.com/video/av10101509?from=search
149,python,希金矿业,中文字幕:麻省理工学院公开课：计算机科学及编程导论（Python语言教程）,53000.0,232.0,2017/5/10,06:59:49,https://www.bilibili.com/video/av10447870?from=search
150,python,叉插擦,百万项目开源！看到就是赚到！原价抢YEEZY！【BOT教程第二期】写代码也是一件很嘻哈的事情！,52000.0,42.0,2019/7/1,05:06:00,https://www.bilibili.com/video/av57426733?from=search
151,python,JackyangMiao,【看视频背单词】2000基础英语词汇 必须学会的日常词汇,51000.0,456.0,2019/8/14,05:31:40,https://www.bilibili.com/video/av63707232?from=search
152,python,大野喵渣,弱鸡才用tensorflow，强者一个numpy就够：从零开始神经网络第一期,50000.0,368.0,2019/5/2,35:02:00,https://www.bilibili.com/video/av51197008?from=search
153,python,松勤软件测试,华为大佬7天带你入门python自动化测试—selenium自动化，appium自动化，app自动化，接口自动化，jmeter性能测试,50000.0,301.0,2018/11/2,13:35:37,https://www.bilibili.com/video/av35122164?from=search
154,python,大野喵渣,写一段程序监视你喜欢的up小姐姐：B站爬虫第四期,50000.0,89.0,2019/4/4,33:29:00,https://www.bilibili.com/video/av48259802?from=search
155,python,RealWilliamWang,【极客学院】Python入门与进阶教学视频,50000.0,148.0,2017/5/5,16:14:58,https://www.bilibili.com/video/av10280485?from=search
156,python,黑马程序员-,2018年3天快速入门python机器学习【黑马程序员】,50000.0,683.0,2018/12/27,12:37:44,https://www.bilibili.com/video/av39137333?from=search
157,python,蓝亚之舟,机器学习第二阶段：机器学习经典算法（2）——决策树与随机森林,49000.0,1056.0,2018/7/3,01:35:20,https://www.bilibili.com/video/av26086646?from=search
158,python,逆风微笑的代码狗,【千锋教育】python 600集（基础+项目实战）,49000.0,231.0,2019/2/14,210:33:48,https://www.bilibili.com/video/av43497752?from=search
159,python,ryuichisaga,深度学习入门视频课程,49000.0,624.0,2018/12/15,10:07:33,https://www.bilibili.com/video/av38229543?from=search
160,python,廖雪峰,install-py,49000.0,4.0,2019/5/3,01:01:00,https://www.bilibili.com/video/av51230273?from=search
161,python,oldboyedu,django rest framework 实战和源码剖析,49000.0,852.0,2018/8/8,19:04:11,https://www.bilibili.com/video/av28871471?from=search
162,python,白手起家的百万富翁,女算法工程师 用最通俗易懂的语言讲解 人工智能AI 机器学习基础,49000.0,192.0,2019/6/18,15:21:00,https://www.bilibili.com/video/av55964138?from=search
163,python,莫烦Python,Linux 简易教学 (机器学习/深度学习 莫烦 Python 教程),48000.0,227.0,2017/11/3,02:15:20,https://www.bilibili.com/video/av15976434?from=search
164,python,Paulzzh,[合集]Bilibili404错误页四格漫画最全共79P,48000.0,454.0,2018/2/7,06:40:00,https://www.bilibili.com/video/av19285299?from=search
165,python,正月点灯笼,动态规划（第2讲）,47000.0,918.0,2018/1/20,39:45:00,https://www.bilibili.com/video/av18512769?from=search
166,python,叉插擦,当程序员开始抢鞋【合集】,47000.0,155.0,2019/7/26,15:17:00,https://www.bilibili.com/video/av60808466?from=search
167,python,嗨学Python,Python爬虫开发思维，学会90%的网站直接无视,47000.0,1002.0,2017/7/29,02:50:32,https://www.bilibili.com/video/av12721444?from=search
168,python,寒颤引擎,PyQt5教程，来自网易云课堂,47000.0,394.0,2019/6/2,21:07:04,https://www.bilibili.com/video/av54310770?from=search
